existingItemLabel,newItemLabel,title,subtitle,statedAs,statedAsCreator2,creator,educated at,creatorNew,creatorNew2,CreatorMastersReconciled,creatorDoctoralReconciled,instance of,genre,Den,submittedTo,inception,language,pages,Leaf,page,RomanNumberedPage,degreeSupervisor,degreeSupervisor 1,degreeSupervisor 2,degreeSupervisor 3,degreeSupervisor 4,hdlURI,hdl,OCLCID
,Evaluating the Efficiency of Community-based Hiv Testing and Counseling Strategies to Decrease Hiv Burden in Sub-saharan Africa,Evaluating the Efficiency of Community-based Hiv Testing and Counseling Strategies to Decrease Hiv Burden in Sub-saharan Africa,,Monisha Sharma,,Monisha Sharma,,,,,Monisha Sharma,human,doctoral thesis,"doctoral thesis by Monisha Sharma, 2016",University of Washington,2016,English,"iv, 208 pages",,208,iv,"Barnabas, Ruanne Vanessa,degree supervisor.",Ruanne Vanessa Barnabas,,,,http://hdl.handle.net/1773/37124,1773/37124,962193129
,New Statin Use and Left Ventricular Structure: Estimating Long-term Associations in the Multi-ethnic Study of Atherosclerosis (mesa),New Statin Use and Left Ventricular Structure,Estimating Long-term Associations in the Multi-ethnic Study of Atherosclerosis (mesa),Lauren N. Strand,,Lauren N Strand,,,,Lauren N Strand,,human,master's thesis,"master's thesis by Lauren N. Strand, 2016",University of Washington,2016,English,"vi, 54 pages",,54,vi,"Delaney, Joseph A. C.,degree supervisor.",Joseph A. C. Delaney,,,,http://hdl.handle.net/1773/37125,1773/37125,962193052
,Evaluating Risk Factors and Synergistic Effects of Two Common Hiv-1 Coinfections: Schistosomiasis and Trichomoniasis,Evaluating Risk Factors and Synergistic Effects of Two Common Hiv-1 Coinfections,Schistosomiasis and Trichomoniasis,Aaron F. Bochner,,Aaron F Bochner,,,,,Aaron F Bochner,human,doctoral thesis,"doctoral thesis by Aaron F. Bochner, 2018",University of Washington,2018,English,"ii, 85 pages",,85,ii,"Barnabas, Ruanne Vanessa,degree supervisor.",Ruanne Vanessa Barnabas,,,,http://hdl.handle.net/1773/43381,1773/43381,1091373790
,Prep (pre-exposure Prophylaxis) Adherence Among East African Women,Prep (pre-exposure Prophylaxis) Adherence Among East African Women,,Maria Pyra,,Maria Pyra,,,,,Maria Pyra,human,doctoral thesis,"doctoral thesis by Maria Pyra, 2018",University of Washington,2018,English,"v, 69 pages  ",,69,v,"Baeten, Jared Murray,1973-degree supervisor.",Jared Murray Baeten,,,,http://hdl.handle.net/1773/43047,1773/43047,1084701810
,Unnecessary Inhaled Corticosteroids in Copd: Understanding Patient and Health System Complexity As Contributors,Unnecessary Inhaled Corticosteroids in Copd,Understanding Patient and Health System Complexity As Contributors,Laura J. Spece,,Laura J Spece,,,,Laura J Spece,,human,master's thesis,"master's thesis by Laura J. Spece, 2018",University of Washington,2018,English,21 pages,,21,,"Smith, Nicholas Lannon,degree supervisor.",Nicholas Lannon Smith,,,,http://hdl.handle.net/1773/43376,1773/43376,1091373528
,Role of Chronic Hepatitis C Virus (hcv) Infection and Host Genetic Variants in Risk of Myocardial Infarction Among People Living With Human Immunodeficiency Virus (hiv),Role of Chronic Hepatitis C Virus (hcv) Infection and Host Genetic Variants in Risk of Myocardial Infarction Among People Living With Human Immunodeficiency Virus (hiv),,Jessica Williams-Nguyen,,Jessica Williams-Nguyen,,,,,Jessica Williams-Nguyen,human,doctoral thesis,"doctoral thesis by Jessica Williams-Nguyen, 2018",University of Washington,2018,English,"v, 68 pages ",,68,v,"Delaney, Joseph A. C.,degree supervisor.",Joseph A. C. Delaney,,,,http://hdl.handle.net/1773/43377,1773/43377,1091373760
,"Urethral Sexual Exposures: Relationship With Prevalent Non-gonococcal Urethritis, the Urethral Microbiota, and Resolution of Symptoms",Urethral Sexual Exposures,"Relationship With Prevalent Non-gonococcal Urethritis, the Urethral Microbiota, and Resolution of Symptoms",Laura C. Chambers,,Laura C Chambers,,,,,Laura C Chambers,human,doctoral thesis,"doctoral thesis by Laura C. Chambers, 2019",University of Washington,2019,English,75 pages ,,75,,"Manhart, Lisa E.,degree supervisor.",Lisa E. Manhart,,,,http://hdl.handle.net/1773/43687,1773/43687,1101439381
,Respiratory Viral Coinfection in a Birth Cohort of Infants in Rural Nepal,Respiratory Viral Coinfection in a Birth Cohort of Infants in Rural Nepal,,Anne Emanuels,,Anne Emanuels,,,,Anne Emanuels,,human,master's thesis,"master's thesis by Anne Emanuels, 2019",University of Washington,2019,English,20 pages ,,20,,"Chu, Helen Y.,degree supervisor.",Helen Y. Chu,,,,http://hdl.handle.net/1773/44228,1773/44228,1121643701
,Commonly Used Medications and Survival From Ovarian Cancer,Commonly Used Medications and Survival From Ovarian Cancer,,Barbara N. Harding,,Barbara N Harding,Syracuse University,,,,Barbara N Harding,human,doctoral thesis,"doctoral thesis by Barbara N. Harding, 2019",University of Washington,2019,English,"v, 43 pages ",,43,v,"Weiss, Noel S.,1941-degree supervisor.",Noel S. Weiss,,,,http://hdl.handle.net/1773/44253,1773/44253,1122618036
,The Agreement Between Emergency Department and Intensive Care Unit Depth of Sedation Assessment,The Agreement Between Emergency Department and Intensive Care Unit Depth of Sedation Assessment,,Sharukh Lokhandwala,,Sharukh Lokhandwala,,,,Sharukh Lokhandwala,,human,master's thesis,"master's thesis by Sharukh Lokhandwala, 2019",University of Washington,2019,English,"iv, iii, 12 pages ",,12,vii,"Heckbert, Susan R.,degree supervisor.",Susan R. Heckbert,,,,http://hdl.handle.net/1773/44254,1773/44254,1122618191
,Effect of Periconceptual Vaginal Microbiota Disruption On Fecundability Among Kenyan Women Planning Pregnancies,Effect of Periconceptual Vaginal Microbiota Disruption On Fecundability Among Kenyan Women Planning Pregnancies,,Erica M. Lokken,,Erica M Lokken,,,,,Erica M Lokken,human,doctoral thesis,"doctoral thesis by Erica M. Lokken, 2019",University of Washington,2019,English,109 pages ,,109,,"McClelland, R. Scott(Raymond Scott),degree supervisor.",R. Scott(Raymond Scott) McClelland,,,,http://hdl.handle.net/1773/44814,1773/44814,1129261470
,What's Prep?: Examining Factors Associated With Prep Peer Navigator Acceptability Among Black and Latinx Msm in Western Washington,What's Prep?,Examining Factors Associated With Prep Peer Navigator Acceptability Among Black and Latinx Msm in Western Washington,Jade Pagkas-Bather,,Jade Pagkas-Bather,,,,Jade Pagkas-Bather,,human,master's thesis,"master's thesis by Jade Pagkas-Bather, 2019",University of Washington,2019,English,30 pages ,,30,,"Graham, Susan(Susan Marie),degree supervisor.",Susan(Susan Marie) Graham,,,,http://hdl.handle.net/1773/44229,1773/44229,1121643688
,Humoral Response to Hpv16 Proteins in Patients With Anal High-grade Squamous Intraepithelial Lesion and Anal Cancer,Humoral Response to Hpv16 Proteins in Patients With Anal High-grade Squamous Intraepithelial Lesion and Anal Cancer,,Helen Stankiewicz Karita,,Helen C Stankiewicz Karita,,,,Helen C Stankiewicz Karita,,human,master's thesis,"master's thesis by Helen Stankiewicz Karita, 2019",University of Washington,2019,English,30 pages ,,30,,"Madeleine, Margaret M.,degree supervisor.",Margaret M. Madeleine,,,,http://hdl.handle.net/1773/43685,1773/43685,1101439077
,"Long-term Air Pollution in Relation to Cardiac Structure, Function, and Supraventricular Arrhythmias","Long-term Air Pollution in Relation to Cardiac Structure, Function, and Supraventricular Arrhythmias",,Thomas R. Austin,,Thomas R Austin,,,,,Thomas R Austin,human,doctoral thesis,"doctoral thesis by Thomas R. Austin, 2020",University of Washington,2020,English,"2 pages, v, 72 pages ",,74,v,"Heckbert, Susan R.,degree supervisor.",Susan R. Heckbert,,,,http://hdl.handle.net/1773/46464,1773/46464,1248744821
,Utilization of Systemic Therapy in Cancer Patients Near the End-of-life in the Pre- Vs. Post- Checkpoint Inhibitor Eras,Utilization of Systemic Therapy in Cancer Patients Near the End-of-life in the Pre- Vs. Post- Checkpoint Inhibitor Eras,,Ali Raza Khaki,,Ali Raza Khaki,,,,Ali Raza Khaki,,human,master's thesis,"master's thesis by Ali Raza Khaki, 2020",University of Washington,2020,English,21 pages ,,21,,"Schwartz, Stephen M.,degree supervisor.",Stephen M. Schwartz,,,,http://hdl.handle.net/1773/46800,1773/46800,1260699273
,"Effects of Washington's Opioid Prescribing Rules For Chronic, Non-cancer Pain Management On Opioid Overdose Mortality and Pharmaceutical Opioid Distribution: 1999-2017","Effects of Washington's Opioid Prescribing Rules For Chronic, Non-cancer Pain Management On Opioid Overdose Mortality and Pharmaceutical Opioid Distribution",1999-2017,Soyeon I. Lippman,,Soyeon I Lippman,,,,Soyeon I Lippman,,human,master's thesis,"master's thesis by Soyeon I. Lippman, 2020",University of Washington,2020,English,"vi, 33 pages ",,33,vi,"Weiss, Noel S.,1941-degree supervisor.",Noel S. Weiss,,,,http://hdl.handle.net/1773/45492,1773/45492,1155437499
,"Care-seeking Correlates of Acute Respiratory Illness Among Sheltered Homeless Adults in Seattle, Wa: A Community-based Cross-sectional Study","Care-seeking Correlates of Acute Respiratory Illness Among Sheltered Homeless Adults in Seattle, Wa",A Community-based Cross-sectional Study,Julia H. Rogers,,Julia H Rogers,,,,Julia H Rogers,,human,master's thesis,"master's thesis by Julia H. Rogers, 2020",University of Washington,2020,English,23 pages ,,23,,"Chu, Helen Y.,degree supervisor.",Helen Y. Chu,,,,http://hdl.handle.net/1773/46798,1773/46798,1260705793
,Evolutionary Relationships of the Enigmatic Anglerfishes (teleostei:lophiiformes): Can Nuclear Dna Provide Resolution For Conflicting Morphological and Mitochondrial Phylogenies?,Evolutionary Relationships of the Enigmatic Anglerfishes (teleostei:lophiiformes),Can Nuclear Dna Provide Resolution For Conflicting Morphological and Mitochondrial Phylogenies?,Rachel J. Arnold,,Rachel J. Arnold,,,,,Rachel J. Arnold,human,doctoral thesis,"doctoral thesis by Rachel J. Arnold, 2014",University of Washington,2014,English,"v, 83 pages ",,83,v,"Pietsch, Theodore W.,degree supervisor.",Theodore W. Pietsch,,,,http://hdl.handle.net/1773/27481,1773/27481,904357775
,"Spatial -temporal Patterns in Distribution and Feeding of Juvenile Salmon and Herring in Puget Sound, Wa","Spatial -temporal Patterns in Distribution and Feeding of Juvenile Salmon and Herring in Puget Sound, Wa",,Iris M. Kemp,,Iris M. Kemp,,,,Iris M. Kemp,,human,master's thesis,"master's thesis by Iris M. Kemp, 2014",University of Washington,2014,English,"v, 123 pages ",,123,v,"Beauchamp, David A.,degree supervisor.",David A. Beauchamp,,,,http://hdl.handle.net/1773/25415,1773/25415,890810143
,Contemporary Controls and Future Predictions of Non-native Smallmouth Bass Range Expansion Into Salmon-rearing Habitat,Contemporary Controls and Future Predictions of Non-native Smallmouth Bass Range Expansion Into Salmon-rearing Habitat,,David James Lawrence,,James David Lawrence,,,,,James David Lawrence,human,doctoral thesis,"doctoral thesis by David James Lawrence, 2013",University of Washington,2013,English,"ix, 198 pages ",,198,ix,"Olden, Julian David,1975-degree supervisor.",Julian David Olden,,,,http://hdl.handle.net/1773/24339,1773/24339,881765465
,Utility and Implications of No-take Marine Reserves in Fishery Management Strategies,Utility and Implications of No-take Marine Reserves in Fishery Management Strategies,,Carey R. McGilliard,,Carey R McGilliard,,,,,Carey R McGilliard,human,doctoral thesis,"doctoral thesis by Carey R. McGilliard, 2012",University of Washington,2012,English,"iv, 159 pages ",,159,iv,"Hilborn, Ray,1947-thesis advisor.",Ray Hilborn,,,,http://hdl.handle.net/1773/20744,1773/20744,821640363
,Genetic Differentiation of Chum Salmon (oncorhynchus Keta) in Alaska Influenced By Glacial History,Genetic Differentiation of Chum Salmon (oncorhynchus Keta) in Alaska Influenced By Glacial History,,Eleni L. Petrou,,Eleni L. Petrou,University of Washington,,,Eleni L. Petrou,,human,master's thesis,"master's thesis by Eleni L. Petrou, 2012",University of Washington,2012,English,"v, 74 pages ",,74,v,"Seeb, Lisa Wishard,thesis advisor.",Lisa Wishard Seeb,,,,http://hdl.handle.net/1773/22566,1773/22566,874918507
,"History and Extent of Introgressive Hybridization in Puget Sound Rockfishes (sebastes Auriculatus, S. Caurinus, and S. Maliger)","History and Extent of Introgressive Hybridization in Puget Sound Rockfishes (sebastes Auriculatus, S. Caurinus, and S. Maliger)",,Piper Schwenke,,Piper L Schwenke,,,,Piper L Schwenke,,human,master's thesis,"master's thesis by Piper Schwenke, 2012",University of Washington,2012,English,"vi, 77 pages ",,77,vi,"Hauser, Lorenz,thesis advisor.",Lorenz Hauser,,,,http://hdl.handle.net/1773/21967,1773/21967,851210094
,An Exploration of Speciation and Genome-wide Uncertainty in Flatfishes Based On Exon-capture Data,An Exploration of Speciation and Genome-wide Uncertainty in Flatfishes Based On Exon-capture Data,,Calder J. Atta,,Calder J Atta,,,,Calder J Atta,,human,master's thesis,"master's thesis by Calder J. Atta, 2020",University of Washington,2020,English,"2 pages, i, 100 pages ",,102,i,"Tornabene, Luke,degree supervisor.",Luke Tornabene,,,,http://hdl.handle.net/1773/46472,1773/46472,1246316279
,"Salmonid Life History, Phenology, and Distribution Within a Large River Basin","Salmonid Life History, Phenology, and Distribution Within a Large River Basin",,Catherine S. Austin,,Catherine S Austin,,,,,Catherine S Austin,human,doctoral thesis,"doctoral thesis by Catherine S. Austin, 2020",University of Washington,2020,English,"xii, 144 pages ",,144,xii,"Quinn, Thomas P.(Thomas Peter),degree supervisor.",Thomas P.(Thomas Peter) Quinn,,,,http://hdl.handle.net/1773/46011,1773/46011,1196908893
Korean stock structure and transoceanic divergence in Pacific cod (Gadus macrocephalus),,Korean Stock Structure and Transoceanic Divergence in Pacific Cod (gadus Macrocephalus),,Mary Fisher,,Mary Fisher,University of Washington,,,Mary Fisher,,human,master's thesis,"master's thesis by Mary Fisher, 2018",University of Washington,2018,English,"vi, 124 pages ",,124,vi,"Hauser, Lorenz,degree supervisor.",Lorenz Hauser,,,,http://hdl.handle.net/1773/43058,1773/43058,1084737220
The influence of the Columbia River plume on predator-prey interactions,,The Influence of the Columbia River Plume On Predator-prey Interactions,,Elizabeth M. Phillips,,Elizabeth M. Phillips,University of Washington,,,,Elizabeth M. Phillips,human,doctoral thesis,"doctoral thesis by Elizabeth M. Phillips, 2018",University of Washington,2018,English,"xiv, 176 pages  ",,176,xiv,"Horne, John K.,degree supervisor.",John K. Horne,,,,http://hdl.handle.net/1773/43057,1773/43057,1084737346
Stock Status and Management in Tuna Fisheries: From Data-Rich to Data-Poor,,Stock Status and Management in Tuna Fisheries,From Data-rich to Data-poor,Maite Pons,,Maite Pons,University of Washington,,,,Maite Pons,human,doctoral thesis,"doctoral thesis by Maite Pons, 2018",University of Washington,2018,English,"xiii, 165 pages ",,165,xiii,"Hilborn, Ray,1947-degree supervisor.",Ray Hilborn,,,,http://hdl.handle.net/1773/43059,1773/43059,1084737306
,Influence of Urbanization On the Health of Juvenile Salmonids in Pacific Northwest Perennial Streams,Influence of Urbanization On the Health of Juvenile Salmonids in Pacific Northwest Perennial Streams,,Andrew R. Spanjer,,Andrew R. Spanjer,University of Washington,,,Andrew R. Spanjer,,human,master's thesis,"master's thesis by Andrew R. Spanjer, 2017",University of Washington,2017,English,"v, 135 pages ",,135,v,"Beauchamp, David A.,degree supervisor.",David A. Beauchamp,,,,http://hdl.handle.net/1773/40575,1773/40575,1015925450
,Contemporary Population Genetic Structure and Phylogeography of Pink Salmon,Contemporary Population Genetic Structure and Phylogeography of Pink Salmon,,Carolyn Tarpey,,Carolyn M Tarpey,,,,Carolyn M Tarpey,,human,master's thesis,"master's thesis by Carolyn Tarpey, 2016",University of Washington,2016,English,"x, 43 pages ",,43,x,"Seeb, Lisa Wishard,degree supervisor.",Lisa Wishard Seeb,,,,http://hdl.handle.net/1773/37128,1773/37128,962333016
,Population Genomics of Salish Sea Chum Salmon: The Legacy of the Salmonid Whole Genome Duplication,Population Genomics of Salish Sea Chum Salmon,The Legacy of the Salmonid Whole Genome Duplication,Ryan K. Waples,,Ryan K Waples,,,,Ryan K Waples,,human,master's thesis,"master's thesis by Ryan K. Waples, 2015",University of Washington,2015,English,64 pages ,,64,,"Seeb, Lisa Wishard,degree supervisor.",Lisa Wishard Seeb,,,,http://hdl.handle.net/1773/35204,1773/35204,946448035
,Landscape- and Regional-level Correlative Modeling Techniques For the Prediction of Ecological Processes,Landscape- and Regional-level Correlative Modeling Techniques For the Prediction of Ecological Processes,,Nicholas A. Povak,,Nicholas A. Povak,University of Washington,,,,Nicholas A. Povak,human,doctoral thesis,"doctoral thesis by Nicholas A. Povak, 2012",University of Washington,2012,English,167 pages ,,167,,"Franklin, Jerry F.,thesis advisor.",Jerry F. Franklin,,,,http://hdl.handle.net/1773/22659,1773/22659,875475722
,Local and Landscape-scale Influences of Bee Abundance and Diversity in Residential Gardens,Local and Landscape-scale Influences of Bee Abundance and Diversity in Residential Gardens,,Hillary K. Burgess,,Hillary K Burgess,,,,Hillary K Burgess,,human,master's thesis,"master's thesis by Hillary K. Burgess, 2013",University of Washington,2013,English,"iv, 58 pages ",,58,iv,"Reichard, Sarah H.,degree supervisor.",Sarah H. Reichard,,,,http://hdl.handle.net/1773/24121,1773/24121,881291506
